source,table,column,value,input_value,candidate,identifier,fma_id,category,relation,prov,eid,ms,notes
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Cortical area TE2 (medial part)",Cortical area TE2 (medial part),Cortical area TE2 (medial part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Cortical area TL (rostral part)",Cortical area TL (rostral part),Cortical area TL (rostral part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Corticoamygdalar transition area",Corticoamygdalar transition area,Corticoamygdalar transition area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: DI",DI,DI,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Depth intraparietal area",Depth intraparietal area,Depth intraparietal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: EC",EC,epiphysial cluster,UBERON:2007004,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: ELC",ELC,ELC,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: ELR",ELR,ELR,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: ER",ER,ER,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Ent",Ent,Ent,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Eor",Eor,Eor,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Floor of superior temporal sulcus",Floor of superior temporal sulcus,Floor of superior temporal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Granular insular cortex",Granular insular cortex,granular insular cortex,UBERON:0034892,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Gustatory cortex",Gustatory cortex,agranular insular cortex,UBERON:0034893,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Intermediate field of entorhinal cortex",Intermediate field of entorhinal cortex,Intermediate field of entorhinal cortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Ipa",Ipa,Ipa,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Ipro",Ipro,Ipro,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Juxtastriate area",Juxtastriate area,Juxtastriate area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: JxST",JxST,JxST,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: LIPE",LIPE,LIPE,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: LIPI",LIPI,LIPI,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Lateral field of entorhinal cortex",Lateral field of entorhinal cortex,Lateral field of entorhinal cortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Lateral intraparietal area",Lateral intraparietal area,Lateral intraparietal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Lateral part of area 9",Lateral part of area 9,Lateral part of area 9,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Lower bank of the intraparietal sulcus",Lower bank of the intraparietal sulcus,Lower bank of the intraparietal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Me",Me,median eminence of neurohypophysis,UBERON:0002197,FMA:74634,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Medial area 14",Medial area 14,Medial area 14,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Medial premotor area 6M",Medial premotor area 6M,Medial premotor area 6M,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Medial superior temporal area",Medial superior temporal area,Medial superior temporal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Middle temporal area",Middle temporal area,middle temporal area,UBERON:0004685,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Occipitoparietal area",Occipitoparietal area,Occipitoparietal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Opro",Opro,Opro,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbital part of area 14",Orbital part of area 14,Orbital part of area 14,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbital periallocortex",Orbital periallocortex,Orbital periallocortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbitofrontal area 13",Orbitofrontal area 13,Orbitofrontal area 13,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbitofrontal area 13, lateral part","Orbitofrontal area 13, lateral part","Orbitofrontal area 13, lateral part",,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbitofrontal area 13, medial part","Orbitofrontal area 13, medial part","Orbitofrontal area 13, medial part",,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbitofrontal area 13a",Orbitofrontal area 13a,Orbitofrontal area 13a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Orbitofrontal area 14",Orbitofrontal area 14,Orbitofrontal area 14,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PE",PE,PE,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PEC",PEC,PEC,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PFG",PFG,PFG,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PFOp",PFOp,PFOp,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PG",PG,PG,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PGM",PGM,PGM,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PGM/31",PGM/31,PGM/31,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PGOp",PGOp,PGOp,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PITD",PITD,PITD,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PO",PO,PO,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PaAC",PaAC,PaAC,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PaAR",PaAR,PaAR,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: PaI",PaI,PaI,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Parainsular cortex (lateral part)",Parainsular cortex (lateral part),Parainsular cortex (lateral part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Parainsular cortex (medial part)",Parainsular cortex (medial part),Parainsular cortex (medial part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Parasubiculum",Parasubiculum,parasubiculum,UBERON:0004683,FMA:77604,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Parietal area PE (cingulate part)",Parietal area PE (cingulate part),Parietal area PE (cingulate part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Parietal area PO (external part)",Parietal area PO (external part),Parietal area PO (external part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Parietal area PO (internal part)",Parietal area PO (internal part),Parietal area PO (internal part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Pea",Pea,Pea,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Pga",Pga,Pga,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Piriform cortex",Piriform cortex,piriform cortex,UBERON:0004725,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Poa",Poa,preoptic area,UBERON:0001928,FMA:62313,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Postcentral area 3a",Postcentral area 3a,Postcentral area 3a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Postcentral area 3b",Postcentral area 3b,Postcentral area 3b,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Posterior inferior temporal cortex",Posterior inferior temporal cortex,Posterior inferior temporal cortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Premotor area 6DC",Premotor area 6DC,Premotor area 6DC,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Premotor area 6DR",Premotor area 6DR,Premotor area 6DR,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Presubiculum",Presubiculum,presubiculum,UBERON:0001953,FMA:62486,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Pro motor area",Pro motor area,Pro motor area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Putamen",Putamen,putamen,UBERON:0001874,FMA:61834,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: ReIT",ReIT,ReIT,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Retroinsular area",Retroinsular area,Retroinsular area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Retroinsular area (parietal part)",Retroinsular area (parietal part),Retroinsular area (parietal part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Rostral inferior parietal lobule",Rostral inferior parietal lobule,Rostral inferior parietal lobule,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: S",S,S,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Secondary somatosensory cortex",Secondary somatosensory cortex,Brodmann (1909) area 5,UBERON:0006471,FMA:68601,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Secondary somatosensory cortex",Secondary somatosensory cortex,secondary somatosensory cortex,UBERON:0008934,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Superior temporal area 1",Superior temporal area 1,Superior temporal area 1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Superior temporal area 2",Superior temporal area 2,Superior temporal area 2,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Superior temporal area 2G",Superior temporal area 2G,Superior temporal area 2G,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Superior temporal area 2S",Superior temporal area 2S,Superior temporal area 2S,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Superior temporal area 3",Superior temporal area 3,Superior temporal area 3,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TE1",TE1,TE1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TE2",TE2,TE2,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TEM",TEM,TEM,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TEOM",TEOM,TEOM,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TEa",TEa,TEa,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: THO",THO,THO,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TL",TL,TL,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TPOC",TPOC,tract of the postoptic commissure,UBERON:2001366,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: TPt",TPt,TPt,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TE3",Temporal area TE3,Temporal area TE3,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TF",Temporal area TF,Temporal area TF,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TF (lateral part)",Temporal area TF (lateral part),Temporal area TF (lateral part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TF (medial part)",Temporal area TF (medial part),Temporal area TF (medial part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TF (orbital part)",Temporal area TF (orbital part),Temporal area TF (orbital part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TH",Temporal area TH,Temporal area TH,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal area TL (occipital part)",Temporal area TL (occipital part),Temporal area TL (occipital part),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal parietooccipital associated area in superior temporal sulcus",Temporal parietooccipital associated area in superior temporal sulcus,Temporal parietooccipital associated area in superior temporal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Temporal proisocortex",Temporal proisocortex,Temporal proisocortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Upper bank of the intraparietal sulcus",Upper bank of the intraparietal sulcus,Upper bank of the intraparietal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: V2",V2,Brodmann (1909) area 18,UBERON:0006473,FMA:68615,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: V3D",V3D,V3D,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: V3V",V3V,V3V,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: V4D",V4D,V4D,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: V4T",V4T,V4T,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: V4V",V4V,Hadjikhani et al. (1998) Visuotopic area V4v,NIFGA:birnlex_4060,,anatomical entity,,abbrevs,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Ventral area 6, dorsal subdivision","Ventral area 6, dorsal subdivision","Ventral area 6, dorsal subdivision",,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Ventral intraparietal area",Ventral intraparietal area,Ventral intraparietal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Visual area 1",Visual area 1,Visual area 1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Visual area 3A",Visual area 3A,Visual area 3A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: Visual area 5",Visual area 5,Visual area 5,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: auditory prokoniocortex",auditory prokoniocortex,auditory prokoniocortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: basolateral nucleus (amygdala)",basolateral nucleus (amygdala),basal amygdaloid nucleus,UBERON:0002887,FMA:68855,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: basolateral nucleus (amygdala)",basolateral nucleus (amygdala),basolateral amygdaloid nuclear complex,UBERON:0006107,FMA:84609,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: lateral nucleus amygdalae",lateral nucleus amygdalae,lateral amygdaloid nucleus,UBERON:0002886,FMA:61866,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PHT00, Brain site: nucleus centralis (thalamus)",nucleus centralis (thalamus),nucleus centralis (thalamus),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PK85, Brain site: 2",2,2,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PK85, Brain site: Area 1",Area 1,Area 1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PK85, Brain site: Area 5",Area 5,Area 5,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PK85, Brain site: Ventroposterior superior nucleus thalami",Ventroposterior superior nucleus thalami,Ventroposterior superior nucleus thalami,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PM59, Brain site: 2",2,2,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PM59, Brain site: 3",3,oculomotor nuclear complex,UBERON:0001715,FMA:54510,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PM59, Brain site: Area 1",Area 1,Area 1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PM59, Brain site: Postcentral area 3a",Postcentral area 3a,Postcentral area 3a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP02, Brain site: Floor of superior temporal sulcus",Floor of superior temporal sulcus,Floor of superior temporal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP02, Brain site: auditory prokoniocortex",auditory prokoniocortex,auditory prokoniocortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: 2",2,2,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: 3",3,oculomotor nuclear complex,UBERON:0001715,FMA:54510,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: 4",4,trochlear nucleus,UBERON:0002722,FMA:54518,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 1",Area 1,Area 1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 10",Area 10,Area 10,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 11",Area 11,Area 11,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 12",Area 12,Area 12,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 6",Area 6,Area 6,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 8",Area 8,Area 8,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Area 9",Area 9,Area 9,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Caudal parietal operculum",Caudal parietal operculum,Caudal parietal operculum,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Cortical area 46",Cortical area 46,Cortical area 46,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: G",G,G,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Lower bank of the intraparietal sulcus",Lower bank of the intraparietal sulcus,Lower bank of the intraparietal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Occipitoparietal area",Occipitoparietal area,Occipitoparietal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Orbitofrontal area 13",Orbitofrontal area 13,Orbitofrontal area 13,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Orbitofrontal area 14",Orbitofrontal area 14,Orbitofrontal area 14,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: PE",PE,PE,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: PEc",PEc,PEc,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: PEci",PEci,PEci,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: PFG",PFG,PFG,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: PG",PG,PG,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Parietal area PG, medial part","Parietal area PG, medial part","Parietal area PG, medial part",,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Rostral inferior parietal lobule",Rostral inferior parietal lobule,Rostral inferior parietal lobule,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Rostral parietal operculum",Rostral parietal operculum,Rostral parietal operculum,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP84, Brain site: Upper bank of the intraparietal sulcus",Upper bank of the intraparietal sulcus,Upper bank of the intraparietal sulcus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP88, Brain site: Auditory koniocortex",Auditory koniocortex,Auditory koniocortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: 24",24,24,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 10",Area 10,Area 10,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 11",Area 11,Area 11,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 25",Area 25,Area 25,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 32",Area 32,Area 32,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 8",Area 8,Area 8,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 8A",Area 8A,Area 8A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 8B",Area 8B,Area 8B,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Area 9",Area 9,Area 9,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 44",Cortical area 44,Cortical area 44,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 45",Cortical area 45,Cortical area 45,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 45A",Cortical area 45A,Cortical area 45A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 45B",Cortical area 45B,Cortical area 45B,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 46",Cortical area 46,Cortical area 46,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 9/46",Cortical area 9/46,Cortical area 9/46,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 9/46d",Cortical area 9/46d,Cortical area 9/46d,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Cortical area 9/46v",Cortical area 9/46v,Cortical area 9/46v,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Dorsal portion of area 8A",Dorsal portion of area 8A,Dorsal portion of area 8A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Orbitofrontal area 13",Orbitofrontal area 13,Orbitofrontal area 13,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Orbitofrontal area 14",Orbitofrontal area 14,Orbitofrontal area 14,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Prefrontal area 47/12",Prefrontal area 47/12,Prefrontal area 47/12,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP94, Brain site: Ventral portion of area 8A",Ventral portion of area 8A,Ventral portion of area 8A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: 24",24,24,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 10",Area 10,Area 10,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 11",Area 11,Area 11,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 19",Area 19,Area 19,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 23",Area 23,Area 23,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 24a",Area 24a,Area 24a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 24b",Area 24b,Area 24b,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 24c (rostral part of the cingulate sulcus)",Area 24c (rostral part of the cingulate sulcus),Area 24c (rostral part of the cingulate sulcus),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 25",Area 25,Area 25,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 29",Area 29,Area 29,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: PP99, Brain site: Area 31",Area 31,Area 31,,,,,curator,,,
