source,table,column,value,input_value,candidate,identifier,fma_id,category,relation,prov,eid,ms,notes
nlx_154697_8,nlx_154697_8,con_to,FLOCCULUS,,hemispheric Lobule X,UBERON:0024009,,anatomical entity,,synonyms,birnlex_1329,,
nlx_154697_8,nlx_154697_8,con_to,Facial nucleus,,facial nucleus,UBERON:0000127,FMA:54572,anatomical entity,,labels,birnlex_903,,
nlx_154697_8,nlx_154697_8,con_to,Facial nucleus,,facial motor nucleus,UBERON:0003011,FMA:54582,anatomical entity,,synonyms,birnlex_903,,
nlx_154697_8,nlx_154697_8,con_to,Facial nucleus_proper,,Facial nucleus_proper,,,,,curator,birnlex_903,,
nlx_154697_8,nlx_154697_8,con_to,Fasciola cinerea,,fasciolar gyrus,UBERON:0002601,FMA:61921,anatomical entity,,synonyms,nlx_144464,,
nlx_154697_8,nlx_154697_8,con_to,Fastigial nucleus,,fastigial nucleus,UBERON:0002153,FMA:72537,anatomical entity,,labels,birnlex_1146,,
nlx_154697_8,nlx_154697_8,con_to,Field CA1,,CA1 field of hippocampus,UBERON:0003881,FMA:74042,anatomical entity,,synonyms,birnlex_1197,,
nlx_154697_8,nlx_154697_8,con_to,Field CA1 pyramidal layer,,pyramidal layer of CA1,UBERON:0014548,FMA:277868,anatomical entity,,synonyms,birnlex_4110,,
nlx_154697_8,nlx_154697_8,con_to,"Field CA1 pyramidal layer, deep",,"Field CA1 pyramidal layer, deep",,,,,curator,birnlex_4110,,
nlx_154697_8,nlx_154697_8,con_to,"Field CA1 pyramidal layer, superficial",,"Field CA1 pyramidal layer, superficial",,,,,curator,birnlex_4110,,
nlx_154697_8,nlx_154697_8,con_to,Field CA1 stratum lacunosum-moleculare,,Field CA1 stratum lacunosum-moleculare,,,,,curator,birnlex_4123,,
nlx_154697_8,nlx_154697_8,con_to,Field CA1 stratum oriens,,Field CA1 stratum oriens,,,,,curator,birnlex_4116,,
nlx_154697_8,nlx_154697_8,con_to,Field CA1 stratum radiatum,,Field CA1 stratum radiatum,,,,,curator,birnlex_4119,,
nlx_154697_8,nlx_154697_8,con_to,Field CA2,,CA2 field of hippocampus,UBERON:0003882,FMA:74044,anatomical entity,,synonyms,birnlex_1362,,
nlx_154697_8,nlx_154697_8,con_to,Field CA2 pyramidal layer,,pyramidal layer of CA2,UBERON:0014549,FMA:277870,anatomical entity,,synonyms,birnlex_4111,,
nlx_154697_8,nlx_154697_8,con_to,Field CA2 stratum lacunosum-moleculare,,Field CA2 stratum lacunosum-moleculare,,,,,curator,birnlex_4124,,
nlx_154697_8,nlx_154697_8,con_to,Field CA2 stratum oriens,,Field CA2 stratum oriens,,,,,curator,birnlex_4115,,
nlx_154697_8,nlx_154697_8,con_to,Field CA2 stratum radiatum,,Field CA2 stratum radiatum,,,,,curator,birnlex_4120,,
nlx_154697_8,nlx_154697_8,con_to,Field CA3,,CA3 field of hippocampus,UBERON:0003883,FMA:74045,anatomical entity,,synonyms,birnlex_1204,,
nlx_154697_8,nlx_154697_8,con_to,Field CA3 pyramidal layer,,pyramidal layer of CA3,UBERON:0014550,FMA:277872,anatomical entity,,synonyms,birnlex_4112,,
nlx_154697_8,nlx_154697_8,con_to,Field CA3 stratum lacunosum-moleculare,,Field CA3 stratum lacunosum-moleculare,,,,,curator,birnlex_4125,,
nlx_154697_8,nlx_154697_8,con_to,Field CA3 stratum lucidum,,Field CA3 stratum lucidum,,,,,curator,nlx_anat_1005040,,
nlx_154697_8,nlx_154697_8,con_to,Field CA3 stratum oriens,,Field CA3 stratum oriens,,,,,curator,birnlex_4117,,
nlx_154697_8,nlx_154697_8,con_to,Field CA3 stratum radiatum,,Field CA3 stratum radiatum,,,,,curator,birnlex_4121,,
nlx_154697_8,nlx_154697_8,con_to,Flocculus,,flocculus,UBERON:0001063,FMA:83881,anatomical entity,,labels,birnlex_1329,,
nlx_154697_8,nlx_154697_8,con_to,Flocculus,,hemispheric Lobule X,UBERON:0024009,,anatomical entity,,synonyms,birnlex_1329,,
nlx_154697_8,nlx_154697_8,con_to,Fundus of the striatum,,fundus striati,UBERON:0014605,,anatomical entity,,synonyms,birnlex_1672,,
nlx_154697_8,nlx_154697_8,con_to,GLOBUS PALLIDUS,,globus pallidus,UBERON:0001875,FMA:61835,anatomical entity,,labels,birnlex_1234,,
nlx_154697_8,nlx_154697_8,con_to,Genu of corpus callosum,,genu of corpus callosum,UBERON:0015599,FMA:61946,anatomical entity,,labels,nlx_144462,,
nlx_154697_8,nlx_154697_8,con_to,Gigantocellular reticular nucleus,,gigantocellular nucleus,UBERON:0002155,FMA:72576,anatomical entity,,synonyms,nlx_anat_1005001,,
nlx_154697_8,nlx_154697_8,con_to,Globus Pallidus,,globus pallidus,UBERON:0001875,FMA:61835,anatomical entity,,labels,birnlex_1234,,
nlx_154697_8,nlx_154697_8,con_to,Globus pallidus,,globus pallidus,UBERON:0001875,FMA:61835,anatomical entity,,labels,birnlex_1234,,
nlx_154697_8,nlx_154697_8,con_to,Globus pallidus lateral segment,,lateral globus pallidus,UBERON:0002476,FMA:61839,anatomical entity,,synonyms,birnlex_1610,,
nlx_154697_8,nlx_154697_8,con_to,Globus pallidus medial segment,,medial globus pallidus,UBERON:0002477,FMA:61840,anatomical entity,,synonyms,birnlex_1555,,
nlx_154697_8,nlx_154697_8,con_to,Gracile nucleus,,gracile nucleus,UBERON:0002161,FMA:72602,anatomical entity,,labels,birnlex_2643,,
nlx_154697_8,nlx_154697_8,con_to,Gracile nucleus median part,,Gracile nucleus median part,,,,,curator,birnlex_2643,,
nlx_154697_8,nlx_154697_8,con_to,Gracile nucleus proper,,Gracile nucleus proper,,,,,curator,birnlex_2643,,
nlx_154697_8,nlx_154697_8,con_to,Granular lamina of the cochlear nuclei,,Granular lamina of the cochlear nuclei,,,,,curator,birnlex_1151,,
nlx_154697_8,nlx_154697_8,con_to,HIPPOCAMPUS,,Hippocampus,NIFGA:birnlex_721,,anatomical entity,,labels,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,HIPPOCAMPUS,,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,synonyms,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,HIPPOCAMPUS,,hippocampal formation,UBERON:0002421,FMA:74038,anatomical entity,,synonyms,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,HIPPOCAMPUS,,archicortex,UBERON:0002961,FMA:62424,anatomical entity,,synonyms,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,HYPOTHALAMUS,,hypothalamus,UBERON:0001898,FMA:62008,anatomical entity,,labels,birnlex_734,,
nlx_154697_8,nlx_154697_8,con_to,Hippocampal Formation,,hippocampal formation,UBERON:0002421,FMA:74038,anatomical entity,,labels,birnlex_715,,
nlx_154697_8,nlx_154697_8,con_to,Hippocampal formation,Hippocampal formation,hippocampal formation,UBERON:0002421,FMA:74038,anatomical entity,,labels,birnlex_715,,
nlx_154697_8,nlx_154697_8,con_to,Hippocampus,Hippocampus,Hippocampus,NIFGA:birnlex_721,,anatomical entity,,labels,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,Hippocampus,Hippocampus,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,synonyms,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,Hippocampus,Hippocampus,hippocampal formation,UBERON:0002421,FMA:74038,anatomical entity,,synonyms,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,Hippocampus,Hippocampus,archicortex,UBERON:0002961,FMA:62424,anatomical entity,,synonyms,birnlex_721,,
nlx_154697_8,nlx_154697_8,con_to,Hypoglossal nucleus,,hypoglossal nucleus,UBERON:0002871,FMA:54505,anatomical entity,,labels,birnlex_2644,,
nlx_154697_8,nlx_154697_8,con_to,Hypothalamus,,hypothalamus,UBERON:0001898,FMA:62008,anatomical entity,,labels,birnlex_734,,
nlx_154697_8,nlx_154697_8,con_to,Induseum griseum,,induseum griseum,UBERON:0015793,FMA:62488,anatomical entity,,labels,nlx_49940,,
nlx_154697_8,nlx_154697_8,con_to,Inferior Colliculus,,inferior colliculus,UBERON:0001946,FMA:62404,anatomical entity,,labels,birnlex_806,,
nlx_154697_8,nlx_154697_8,con_to,Inferior Olivary complex,,inferior olivary complex,UBERON:0002127,FMA:72243,anatomical entity,,labels,birnlex_1164,,
nlx_154697_8,nlx_154697_8,con_to,Inferior colliculus,,inferior colliculus,UBERON:0001946,FMA:62404,anatomical entity,,labels,birnlex_806,,
nlx_154697_8,nlx_154697_8,con_to,Inferior colliculus central nucleus,,central nucleus of inferior colliculus,UBERON:0002563,FMA:72413,anatomical entity,,synonyms,birnlex_1035,,
nlx_154697_8,nlx_154697_8,con_to,Inferior colliculus dorsal nucleus,,pericentral nucleus of inferior colliculus,UBERON:0002577,FMA:72411,anatomical entity,,synonyms,"""birnlex_806 """,,
nlx_154697_8,nlx_154697_8,con_to,Inferior colliculus external nucleus,,external nucleus of inferior colliculus,UBERON:0002571,FMA:72412,anatomical entity,,synonyms,birnlex_1047,,
nlx_154697_8,nlx_154697_8,con_to,Inferior olivary complex,,inferior olivary complex,UBERON:0002127,FMA:72243,anatomical entity,,labels,birnlex_1164,,
nlx_154697_8,nlx_154697_8,con_to,Inferior salivatory nucleus,,inferior salivatory nucleus,UBERON:0002872,FMA:72601,anatomical entity,,labels,birnlex_2645,,
nlx_154697_8,nlx_154697_8,con_to,Infracerebellar nucleus,,Infracerebellar nucleus,,,,,curator,nlx_144469,,
nlx_154697_8,nlx_154697_8,con_to,Interanterodorsal nucleus of the thalamus,,Interanterodorsal nucleus of the thalamus,,,,,curator,nlx_144468,,
nlx_154697_8,nlx_154697_8,con_to,Intercalated nuclei of the amygdala,,intercalated amygdaloid nuclei,UBERON:0002884,FMA:61868,anatomical entity,,synonyms,birnlex_2683,,
nlx_154697_8,nlx_154697_8,con_to,Intergeniculate leaflet of the lateral geniculate complex,,Intergeniculate leaflet of the lateral geniculate complex,,,,,curator,birnlex_1662,,
nlx_154697_8,nlx_154697_8,con_to,Intermediate periventricular nucleus of the hypothalamus,,intermediate periventricular nucleus,UBERON:0002746,FMA:62328,anatomical entity,,synonyms,birnlex_1564,,
nlx_154697_8,nlx_154697_8,con_to,Intermediodorsal nucleus of the thalamus,,Intermediodorsal nucleus of the thalamus,,,,,curator,nlx_144471,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular Nucleus,,interpeduncular nucleus,UBERON:0002145,FMA:72439,anatomical entity,,labels,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus,,interpeduncular nucleus,UBERON:0002145,FMA:72439,anatomical entity,,labels,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus apical subnucleus,,Interpeduncular nucleus apical subnucleus,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus central subnucleus,,Interpeduncular nucleus central subnucleus,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus dorsomedial subnucleus,,Interpeduncular nucleus dorsomedial subnucleus,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus intermediate subnucleus,,Interpeduncular nucleus intermediate subnucleus,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus lateral subnucleus,,Interpeduncular nucleus lateral subnucleus,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus lateral subnucleus dorsal part,,Interpeduncular nucleus lateral subnucleus dorsal part,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus lateral subnucleus intermediate part,,Interpeduncular nucleus lateral subnucleus intermediate part,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus lateral subnucleus rostral part,,Interpeduncular nucleus lateral subnucleus rostral part,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus lateral subnucleus ventral part,,Interpeduncular nucleus lateral subnucleus ventral part,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interpeduncular nucleus rostral subnucleus,,Interpeduncular nucleus rostral subnucleus,,,,,curator,birnlex_1000,,
nlx_154697_8,nlx_154697_8,con_to,Interposed nucleus,,cerebellum interpositus nucleus,UBERON:0004073,,anatomical entity,,synonyms,nlx_anat_20081242,,
nlx_154697_8,nlx_154697_8,con_to,Interposed nucleus parvicellular part,,Interposed nucleus parvicellular part,,,,,curator,nlx_anat_20081242,,
nlx_154697_8,nlx_154697_8,con_to,Interposed nucleus proper,,Interposed nucleus proper,,,,,curator,nlx_anat_20081242,,
nlx_154697_8,nlx_154697_8,con_to,Interstitial Nucleus of Cajal,,interstitial nucleus of Cajal,UBERON:0002551,FMA:72432,anatomical entity,,labels,birnlex_1008,,
nlx_154697_8,nlx_154697_8,con_to,Interstitial nucleus of Cajal,,interstitial nucleus of Cajal,UBERON:0002551,FMA:72432,anatomical entity,,labels,birnlex_1008,,
nlx_154697_8,nlx_154697_8,con_to,Intralaminar nuclei of the dorsal thalamus,,intralaminar nuclear group,UBERON:0002733,FMA:62021,anatomical entity,,synonyms,birnlex_1530,,
nlx_154697_8,nlx_154697_8,con_to,Islands of Calleja,,island of Calleja,UBERON:0001881,FMA:61888,anatomical entity,,labels,birnlex_1113,,
nlx_154697_8,nlx_154697_8,con_to,Kolliker-Fuse subnucleus,,diffuse reticular nucleus,UBERON:0002869,FMA:72598FMA:77220,anatomical entity,,synonyms,birnlex_2641,,
nlx_154697_8,nlx_154697_8,con_to,LOCUS COERULEUS,,locus ceruleus,UBERON:0002148,FMA:72478,anatomical entity,,synonyms,birnlex_905,,
nlx_154697_8,nlx_154697_8,con_to,LOCUS coeruleus,,locus ceruleus,UBERON:0002148,FMA:72478,anatomical entity,,synonyms,birnlex_905,,
nlx_154697_8,nlx_154697_8,con_to,Lateral Entorhinal Area,,Lateral Entorhinal Area,,,,,curator,nlx_73082,,
nlx_154697_8,nlx_154697_8,con_to,Lateral cervical nucleus,,lateral cervical nucleus,UBERON:0002176,FMA:73921,anatomical entity,,labels,nlx_144126,,
nlx_154697_8,nlx_154697_8,con_to,Lateral dorsal nucleus of thalamus,,lateral dorsal nucleus,UBERON:0002984,FMA:62176,anatomical entity,,synonyms,birnlex_838,,
nlx_154697_8,nlx_154697_8,con_to,Lateral habenula,,lateral habenular nucleus,UBERON:0001941,FMA:62372,anatomical entity,,synonyms,birnlex_1438,,
nlx_154697_8,nlx_154697_8,con_to,Lateral hypothalamic area,,lateral hypothalamic area,UBERON:0002430,FMA:62030,anatomical entity,,labels,birnlex_4037,,
nlx_154697_8,nlx_154697_8,con_to,Lateral hypothalamic area proper,,lateral hypothalamic area,UBERON:0002430,FMA:62030,anatomical entity,,synonyms,birnlex_4037,,
nlx_154697_8,nlx_154697_8,con_to,Lateral mammillary nucleus,,lateral mammillary nucleus,UBERON:0001938,FMA:62341,anatomical entity,,labels,birnlex_1460,,
nlx_154697_8,nlx_154697_8,con_to,Lateral nucleus of the amygdala,,lateral amygdaloid nucleus,UBERON:0002886,FMA:61866,anatomical entity,,synonyms,birnlex_2687,,
nlx_154697_8,nlx_154697_8,con_to,Lateral posterior nucleus of the thalamus,,lateral posterior nucleus of thalamus,UBERON:0002983,FMA:62177,anatomical entity,,labels,birnlex_835,,
nlx_154697_8,nlx_154697_8,con_to,Lateral preoptic area,,lateral preoptic nucleus,UBERON:0001931,FMA:62326,anatomical entity,,synonyms,birnlex_1722,,
nlx_154697_8,nlx_154697_8,con_to,Lateral reticular nucleus,,lateral reticular nucleus,UBERON:0002154,FMA:72574,anatomical entity,,labels,nlx_anat_20081246,,
nlx_154697_8,nlx_154697_8,con_to,Lateral reticular nucleus magnocellular part,,Lateral reticular nucleus magnocellular part,,,,,curator,nlx_anat_20081246,,
nlx_154697_8,nlx_154697_8,con_to,Lateral reticular nucleus parvicellular part,,Lateral reticular nucleus parvicellular part,,,,,curator,nlx_anat_20081246,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus,,lateral septal nucleus,UBERON:0002667,FMA:61878,anatomical entity,,labels,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part,,Lateral septal nucleus caudal (caudodorsal) part,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part dorsal zone,,Lateral septal nucleus caudal (caudodorsal) part dorsal zone,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part dorsal zone dorsal region,,Lateral septal nucleus caudal (caudodorsal) part dorsal zone dorsal region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part dorsal zone lateral region,,Lateral septal nucleus caudal (caudodorsal) part dorsal zone lateral region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part dorsal zone rostral region,,Lateral septal nucleus caudal (caudodorsal) part dorsal zone rostral region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part dorsal zone ventral region,,Lateral septal nucleus caudal (caudodorsal) part dorsal zone ventral region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone,,Lateral septal nucleus caudal (caudodorsal) part ventral zone,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone intermediate region,,Lateral septal nucleus caudal (caudodorsal) part ventral zone intermediate region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone lateral region dorsal domain,,Lateral septal nucleus caudal (caudodorsal) part ventral zone lateral region dorsal domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone lateral region ventral domain,,Lateral septal nucleus caudal (caudodorsal) part ventral zone lateral region ventral domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region,,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region dorsal domain,,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region dorsal domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region ventral domain,,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region ventral domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part,,Lateral septal nucleus rostral (rostroventral) part,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region dorsal domain,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region dorsal domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region ventral domain,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region ventral domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region dorsal domain,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region dorsal domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region ventral domain,,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region ventral domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part medial zone,,Lateral septal nucleus rostral (rostroventral) part medial zone,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part medial zone dorsal region,,Lateral septal nucleus rostral (rostroventral) part medial zone dorsal region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region,,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region caudal domain,,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region caudal domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region rostral domain,,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region rostral domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone,,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region,,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region lateral domain,,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region lateral domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region medial domain,,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region medial domain,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region,,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral septal nucleus ventral part,,Lateral septal nucleus ventral part,,,,,curator,birnlex_1321,,
nlx_154697_8,nlx_154697_8,con_to,Lateral spinal nucleus,,lateral spinal nucleus,UBERON:0035024,,anatomical entity,,labels,nlx_144473,,
nlx_154697_8,nlx_154697_8,con_to,Lateral tegmental nucleus,,Lateral tegmental nucleus,,,,,curator,nlx_144474,,
nlx_154697_8,nlx_154697_8,con_to,Lateral vestibular nucleus,,lateral vestibular nucleus,UBERON:0007230,FMA:54614,anatomical entity,,labels,nlx_144002,,
nlx_154697_8,nlx_154697_8,con_to,Laterodorsal tegmental nucleus,,laterodorsal tegmental nucleus,UBERON:0002267,FMA:77654,anatomical entity,,labels,nlx_144472,,
nlx_154697_8,nlx_154697_8,con_to,"Layer 6b, isocortex",,"Layer 6b, isocortex",,,,,curator,birnlex_2547,,
nlx_154697_8,nlx_154697_8,con_to,Lingula (l),,cerebellum vermis lobule I,UBERON:0004074,FMA:83884,anatomical entity,,synonyms,birnlex_932,,
nlx_154697_8,nlx_154697_8,con_to,Locus Coeruleus,,locus ceruleus,UBERON:0002148,FMA:72478,anatomical entity,,synonyms,birnlex_905,,
nlx_154697_8,nlx_154697_8,con_to,Locus coeruleus,,locus ceruleus,UBERON:0002148,FMA:72478,anatomical entity,,synonyms,birnlex_905,,
nlx_154697_8,nlx_154697_8,con_to,Locus coeruleus proper,,Locus coeruleus proper,,,,,curator,birnlex_905,,
nlx_154697_8,nlx_154697_8,con_to,MEDIAL GENICULATE NUCLEUS,,medial geniculate body,UBERON:0001927,FMA:62211,anatomical entity,,synonyms,birnlex_1670,,
nlx_154697_8,nlx_154697_8,con_to,Magnocellular preoptic nucleus,,basal nucleus of telencephalon,UBERON:0010010,FMA:61887,anatomical entity,,synonyms,nlx_144475,,
nlx_154697_8,nlx_154697_8,con_to,Magnocellular preoptic nucleus,,magnocellular preoptic nucleus,UBERON:2000248,,anatomical entity,,labels,nlx_144475,,
nlx_154697_8,nlx_154697_8,con_to,Main olfactory bulb,,main olfactory bulb,UBERON:0009951,,anatomical entity,,labels,birnlex_1137,,
nlx_154697_8,nlx_154697_8,con_to,"Main olfactory bulb, glomerular layer",,"Main olfactory bulb, glomerular layer",,,,,curator,nlx_anat_1005011,,
nlx_154697_8,nlx_154697_8,con_to,"Main olfactory bulb, granule layer",,olfactory bulb granule cell layer,UBERON:0005378,,anatomical entity,,synonyms,nlx_407,,
nlx_154697_8,nlx_154697_8,con_to,"Main olfactory bulb, inner plexiform layer",,olfactory bulb internal plexiform layer,UBERON:0005379,,anatomical entity,,synonyms,nlx_63363,,
nlx_154697_8,nlx_154697_8,con_to,"Main olfactory bulb, mitral layer",,"Main olfactory bulb, mitral layer",,,,,curator,nlx_anat_100201,,
nlx_154697_8,nlx_154697_8,con_to,"Main olfactory bulb, outer plexiform layer",,"Main olfactory bulb, outer plexiform layer",,,,,curator,nlx_96,,
nlx_154697_8,nlx_154697_8,con_to,Major island of Calleja,,isla magna of Calleja,UBERON:0023868,,anatomical entity,,synonyms,nlx_55138,,
nlx_154697_8,nlx_154697_8,con_to,Mammillary body,,mammillary body,UBERON:0002206,FMA:74877,anatomical entity,,labels,birnlex_865,,
nlx_154697_8,nlx_154697_8,con_to,Mammillary body,,corpus albicans,UBERON:0000450,FMA:18620,anatomical entity,,synonyms,birnlex_865,,
nlx_154697_8,nlx_154697_8,con_to,Marginal zone of the spinal cord,,Marginal zone of the spinal cord,,,,,curator,nlx_anat_100203,,
nlx_154697_8,nlx_154697_8,con_to,Medial Entorhinal Area,,Medial Entorhinal Area,,,,,curator,nlx_21359,,
nlx_154697_8,nlx_154697_8,con_to,Medial Geniculate Nucleus,,medial geniculate body,UBERON:0001927,FMA:62211,anatomical entity,,synonyms,birnlex_1670,,
nlx_154697_8,nlx_154697_8,con_to,Medial Preoptic Area,,Medial preoptic nucleus,NIFGA:birnlex_706,,anatomical entity,,synonyms,birnlex_706,,
nlx_154697_8,nlx_154697_8,con_to,Medial Preoptic Area,,Median preoptic nucleus,NIFGA:birnlex_1208,,anatomical entity,,synonyms,birnlex_706,,
nlx_154697_8,nlx_154697_8,con_to,Medial Preoptic Area,,medial preoptic region,UBERON:0007769,,anatomical entity,,synonyms,birnlex_706,,
nlx_154697_8,nlx_154697_8,con_to,Medial accessory olive,,medial accessory olive,UBERON:0014287,,anatomical entity,,labels,nlx_anat_100309,,
nlx_154697_8,nlx_154697_8,con_to,Medial geniculate complex,,Medial geniculate body,NIFGA:birnlex_1670,,anatomical entity,,synonyms,birnlex_1670,,
nlx_154697_8,nlx_154697_8,con_to,Medial geniculate complex,,Ventral nucleus of medial geniculate body,NIFGA:birnlex_845,,anatomical entity,,synonyms,birnlex_1670,,
nlx_154697_8,nlx_154697_8,con_to,Medial geniculate complex,,medial geniculate body,UBERON:0001927,FMA:62211,anatomical entity,,synonyms,birnlex_1670,,
